"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1847587516159054215","Sun Oct 20 23:16:20 +0000 2024","0","@Kacaback678910 @CakKhum @gibran_tweet @DivHumas_Polri Dasar bego.... dikasih satire malah ga paham. Memang baru keluar dari goa kau rupanya","1848141230485708876","","Kacaback678910","in","GOTHAM City","0","1","0","https://x.com/darkknight_id/status/1848141230485708876","1297153992452001792","darkknight_id"
"1848140486814646466","Sun Oct 20 23:13:23 +0000 2024","0","KEMANUSIAAN YG ADIL &amp; BERADAB. Presiden RI hrs bertanggung-jawab atas tindakan Aparat Pemerintah RI-POLRI-yg mengakibatkan korban jiwa 135 org rakyat Indonesia di Kanjuruhan Malang Jatim.Pemerintah RI hrs meminta maaf kpd Bangsa Indonesia &amp; mbr santunan kecelakaan kepada korban. https://t.co/PpPZjy5MnE","1848140486814646466","https://pbs.twimg.com/media/GaXp-WBa4AAYEiE.jpg","","in","","0","0","0","https://x.com/BachtiarSibaran/status/1848140486814646466","1475859266451902464","BachtiarSibaran"
"1848139261679391130","Sun Oct 20 23:08:31 +0000 2024","0","Polda Metro Imbau Polres-Polsek Sosialisasikan Anti Tawuran Dan Narkoba Jakarta - Bidang Humas Polda Metro Jaya mengimbau jajaran Humas Polres dan Polsek mensosialisasikan anti tawuran dan bahaya Narkoba. @kapoldametrojaya @adeary_milcop @divisihumaspolri @spripim.polri https://t.co/jHs6Ocg4EE","1848139261679391130","https://pbs.twimg.com/media/GaXo3FYboAAZttY.jpg","","in","Tangerang, Indonesia","0","0","0","https://x.com/humas_polsekjtu/status/1848139261679391130","1252130644395618304","humas_polsekjtu"
"1847956642312192273","Sun Oct 20 23:07:58 +0000 2024","0","@susno2g @YouTube JUJUR SAYA BERHARAO POLRI DAN ABRI BUBAR SEBAGAI PENGGANTINYA PPNS DAN SISHANKAMRATA. SEKARANG FAKTANYA ABRI DAN POLRI AKTIF SUDAH TIDAK KARENA ORANG2NTA SUDAH PENSIUN DAN TIDAK ADA REGENERASI. SELAMAT TINGGAL PARA PENINDAS RAKYAT PADA JAMAN ORBA....","1848139125008072906","","susno2g","in","Majir, Kutoarjo, Indonesia","0","0","0","https://x.com/solidegosse1/status/1848139125008072906","4171723223","solidegosse1"
"1848139078774161692","Sun Oct 20 23:07:49 +0000 2024","1","Kegiatan patroli sambang kamtibmas rutin dilaksanakan untuk memberikan keamanan kenyamanan dan ketertiban masyarakat serta antisipasi Curat Curas Curanmor dan gangguan Kamtibmas lainnya. @DivHumas_Polri @PoldaJogja @polresjogja @kapoldaDIY","1848139084499394950","","humaspolsekgk","in","Gondokusuman, Indonesia","0","0","0","https://x.com/humaspolsekgk/status/1848139084499394950","1155119184784711683","humaspolsekgk"
"1848139078774161692","Sun Oct 20 23:07:48 +0000 2024","0","Dalam kesempatan tersebut personel Samapta dialogis dengan warga menyampaikan pesan-pesan Kamtibmas dan himbauan untuk tetap waspada menjaga keamanan lingkungannya. @Spripim_Polri @ListyoSigitP #patrolijogja #poldajogja #polresjogja #humaspolsekgk","1848139081416650763","","humaspolsekgk","in","Gondokusuman, Indonesia","0","1","0","https://x.com/humaspolsekgk/status/1848139081416650763","1155119184784711683","humaspolsekgk"
"1848138961019085272","Sun Oct 20 23:07:19 +0000 2024","0","Senkom Mitra Polri Surabaya Gelar Rapimkot Siap Amankan Pilkada 2024 https://t.co/fUyXom3Nc0","1848138961019085272","","","in","Indonesia","0","0","0","https://x.com/Senkomsidoarjo/status/1848138961019085272","183250913","Senkomsidoarjo"
"1847888250159173801","Sun Oct 20 23:02:34 +0000 2024","0","@CNNIndonesia Pak @prabowo yang semodel ini bagus kalau ditumpas sejak awal TNI dan polri sudah lebih dari Cukup","1848137763734147482","","CNNIndonesia","in","","0","0","0","https://x.com/HelmiZakiul/status/1848137763734147482","1612972143616356352","HelmiZakiul"
"1847587516159054215","Sun Oct 20 23:00:20 +0000 2024","0","@darkknight_id @CakKhum @gibran_tweet @DivHumas_Polri Gayalu sok2an mau ungkap identitas orang di counter balik sengsara hidupmu. Mau juga identitasmu di ungkap ke publik ?","1848137202452341112","","darkknight_id","in","Qatar","0","1","0","https://x.com/Kacaback678910/status/1848137202452341112","1111595565232459776","Kacaback678910"
"1848137088069402872","Sun Oct 20 22:59:53 +0000 2024","0","Kehebatan Wakapolri Agus Andrianto Masuk Kabinet Merah Putih Prabowo-Gibran Bakal Kena Mutasi Polri #Wakapolri #AgusAndrianto #KabinetMerahPutih #PrabowoGibran #MutasiPolri #Prabowo #Gibran #Mutasi #Polri https://t.co/QjO3N72EGE via @tribunnews","1848137088069402872","","","in","Tanjung Selor","0","0","0","https://x.com/KaltaraTribun/status/1848137088069402872","1689503322070470656","KaltaraTribun"
