"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1848865276940664833","Tue Oct 22 23:13:26 +0000 2024","1"," Polisi Sahabat Anak Kepedulian anggota Satlantas Polres Manggarai Barat dalam memberikan tumpangan kepada beberapa siswa yang hendak bersekolah pada Rabu (23/10/2024) pagi. #nttpride #viral #lalulintas #presisi #manggaraibarat #fyp @sorotan @DivHumas_Polri @spripim_polri https://t.co/n9Kj3R3elU","1848865276940664833","https://pbs.twimg.com/ext_tw_video_thumb/1848864876841865217/pu/img/pGucNbUjwcPoiABE.jpg","","in","","0","0","0","https://x.com/polresmabarntt/status/1848865276940664833","1765708969786650624","polresmabarntt"
"1848159603533758706","Tue Oct 22 23:12:29 +0000 2024","0","@RioOchou @MSApunya @CCICPolri @DivHumas_Polri hahahaha....tolol2...gk sekalian dilaporkan ke komnas.ham..PBB KPK ..","1848865035885678972","","RioOchou","in","spirit of java","0","0","0","https://x.com/SumoBudi/status/1848865035885678972","1683780689441992705","SumoBudi"
"1848520073096663548","Tue Oct 22 23:11:15 +0000 2024","0","@zanatul_91 Kelakuan Oknum Polisi semakin hari semakin buat miris sudah harus segera di perbaiki kinerja Polri","1848864725964362210","","zanatul_91","in","Canada","0","0","0","https://x.com/mmunari77/status/1848864725964362210","403168723","mmunari77"
"1848698176196513991","Tue Oct 22 23:07:54 +0000 2024","0","@anjayykee @prabowo TOLONG @DivHumas_Polri","1848863880669495411","","anjayykee","in","","0","1","0","https://x.com/jekdora/status/1848863880669495411","1822980997446787072","jekdora"
"1848290065287639234","Tue Oct 22 23:07:20 +0000 2024","0","@acbsurd @DivHumas_Polri @kemkominfo akun² begini ini yg perlu di berantas @BSSN_RI @ListyoSigitP mumpung pemilik akun centang biru","1848863738465817094","","acbsurd","in","","0","0","0","https://x.com/ikebane87280459/status/1848863738465817094","1560550163122647040","ikebane87280459"
"1848613847529353656","Tue Oct 22 23:06:14 +0000 2024","0","@DBarkeh49017 Kok seragam nya sama dengan polisi Indonesia ya ? Di negara mana sih ini ??? @DivHumas_Polri @prabowo","1848863462413500652","","DBarkeh49017","in","Purwokerto","0","0","0","https://x.com/Azis_abuHamzah/status/1848863462413500652","2500007743","Azis_abuHamzah"
"1848863239679185402","Tue Oct 22 23:05:21 +0000 2024","0","Menuju Indonesia cemas @DivHumas_Polri","1848863239679185402","","","in","1312","0","0","0","https://x.com/sactuscattus/status/1848863239679185402","2311749618","sactuscattus"
"1848520073096663548","Tue Oct 22 23:03:57 +0000 2024","1","@ADikZaRNurA @zanatul_91 @ListyoSigitP @DivHumas_Polri 3 org kakak jadi polisi... Habis brp ya? Duit dr mana? #seriustanya","1848862887865159744","","ADikZaRNurA","in","Wakanda sebelah kanan","0","4","0","https://x.com/sryfit/status/1848862887865159744","69686420","sryfit"
"1845677200521183328","Tue Oct 22 23:00:11 +0000 2024","0","@DivHumas_Polri Keren banget nih Polri dapat apresiasi dari Presiden Jokowi. Semoga semakin semangat dalam menjalankan tugas ya.","1848861938966794428","","DivHumas_Polri","in","Sulsel","0","0","0","https://x.com/wwvttghhvg233/status/1848861938966794428","4153588349","wwvttghhvg233"
"1848520073096663548","Tue Oct 22 22:59:55 +0000 2024","0","@Hms_Poldasultra @trinugroho162 @zanatul_91 @prabowo @ListyoSigitP @ahriesonta @DivHumas_Polri @detikcom @kumparan @NajwaShihab @rmol_id @kegblgnunfaedh @officialinews_ Berani anda Pecat nggak? Polisi semena² kayak gitu mau lo mutasi kemanapun bakalan begitu kelakuannya. Kalo nggak berani Pecat kalian nggak presisi! cc: @ListyoSigitP","1848861873309159781","","Hms_Poldasultra","in","Gurun Pasir, Kadang Di Laut","0","0","0","https://x.com/andikasulaksana/status/1848861873309159781","15853114","andikasulaksana"
